ID,file_name,impd_filename,in_file,contr_year,data_source,site_name,site_code,contributor,Longitude,Latitude,first_year,last_year,first_scar,last_scar,n_trees,tree_species,area_sampled_ha,ref_ID
Heyer_WAH04E,WAH04E.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 04E",WAH04E,Heyerdahl_EK,-113.5525717,38.61678439,1571,2003,1660,1859,4,"JUOS, PIPO, ABCO",0.321,Heyerdahl_2011_GTR
Heyer_WAH05A,WAH05A.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 05A",WAH05A,Heyerdahl_EK,-113.5753611,38.61177972,1203,2002,1423,1816,6,PIPO,0.137,Heyerdahl_2011_GTR
Heyer_WAH05B,WAH05B.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 05B",WAH05B,Heyerdahl_EK,-113.5690502,38.61191854,1527,2003,1632,1738,2,"PIMO, PIPO",0.348,Heyerdahl_2011_GTR
Heyer_WAH05C,WAH05C.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 05C",WAH05C,Heyerdahl_EK,-113.5638866,38.61203186,1447,2002,1586,1796,4,PIPO,0.132,Heyerdahl_2011_GTR
Heyer_WAH05D,WAH05D.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 05D",WAH05D,Heyerdahl_EK,-113.5581494,38.61215751,1523,2003,1590,1825,5,"JUSC, PIPO",0.124,Heyerdahl_2011_GTR
Heyer_WAH06A,WAH06A.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 06A",WAH06A,Heyerdahl_EK,-113.5752001,38.60727828,1220,2002,1423,1839,11,"ABCO, PIPO",0.188,Heyerdahl_2011_GTR
Heyer_WAH06B,WAH06B.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 06B",WAH06B,Heyerdahl_EK,-113.5694632,38.60740447,1200,2003,1294,1813,2,PIPO,0.146,Heyerdahl_2011_GTR
Heyer_WAH06C,WAH06C.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 06C",WAH06C,Heyerdahl_EK,-113.563141,38.60818292,1259,1955,1465,1765,5,PIPO,0.123,Heyerdahl_2011_GTR
Heyer_WAH06D,WAH06D.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 06D",WAH06D,Heyerdahl_EK,-113.5579894,38.60765601,1200,2003,1423,1825,10,"ABCO, PIPO",0.127,Heyerdahl_2011_GTR
Heyer_WAH07B,WAH07B.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 07B",WAH07B,Heyerdahl_EK,-113.5693026,38.60290301,1591,2002,1728,1818,6,"ABCO, PIPO",0.125,Heyerdahl_2011_GTR
Heyer_WAH07C,WAH07C.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 07C",WAH07C,Heyerdahl_EK,-113.5635661,38.6030289,1200,2002,1512,1875,5,"PIMO, JUSC, PIPO",0.163,Heyerdahl_2011_GTR
Heyer_WAH07D,WAH07D.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 07D",WAH07D,Heyerdahl_EK,-113.5578295,38.60315451,1383,2002,1423,1905,4,"ABCO, PIPO",0.113,Heyerdahl_2011_GTR
Heyer_WAH07E,WAH07E.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 07E",WAH07E,Heyerdahl_EK,-113.5520929,38.60327983,1561,2003,1792,1937,3,"PIMO, JUOS, PIPO",0.45,Heyerdahl_2011_GTR
Heyer_WAH08B,WAH08B.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 08B",WAH08B,Heyerdahl_EK,-113.569142,38.59840154,1200,2003,1340,1803,5,"PILO, PIPO",0.169,Heyerdahl_2011_GTR
Heyer_WAH09B,WAH09B.fhx,uswah001.fhx,TRUE,2014,IMPD,"Wah Wah Mtns, UT plot 09B",WAH09B,Heyerdahl_EK,-113.5690617,38.59615081,1200,2003,1607,1899,8,PILO,0.113,Heyerdahl_2011_GTR
Heyer_WCH05I,WCH05I.fhx,uswch001.fhx,TRUE,2014,IMPD,"Bear River Range, UT plot 05I",WCH05I,Heyerdahl_EK,-111.49481,41.89927619,1679,2005,1904,1904,2,PSME,0.193,Heyerdahl_2011_GTR
Heyer_WCH08J,WCH08J.fhx,uswch001.fhx,TRUE,2014,IMPD,"Bear River Range, UT plot 08J",WCH08J,Heyerdahl_EK,-111.4889442,41.88575503,1755,2005,1885,1885,1,PICO,0.053,Heyerdahl_2011_GTR
Heyer_WCH09H,WCH09H.fhx,uswch001.fhx,TRUE,2014,IMPD,"Bear River Range, UT plot 09H",WCH09H,Heyerdahl_EK,-111.5009142,41.88127207,1812,2005,1825,1904,3,PICO,0.09,Heyerdahl_2011_GTR
Heyer_WCH09I,WCH09I.fhx,uswch001.fhx,TRUE,2014,IMPD,"Bear River Range, UT plot 09I",WCH09I,Heyerdahl_EK,-111.495081,41.88129737,1854,2005,1885,1904,9,PICO,0.094,Heyerdahl_2011_GTR
Heyer_WCH09J,WCH09J.fhx,uswch001.fhx,TRUE,2014,IMPD,"Bear River Range, UT plot 09J",WCH09J,Heyerdahl_EK,-111.4891398,41.88137687,1845,2005,1861,1861,1,PICO,0.077,Heyerdahl_2011_GTR
Heyer_WEI,uswei001.fhx,uswei001.fhx,TRUE,2019,IMPD,Weitz,WEI,Heyerdahl_EK,-116.985,46.82721,1582,1895,1618,1882,8,PIPO,14,Morgan_2020_FireEcology
Heyer_WSH,uswsh001.fhx,uswsh001.fhx,TRUE,2008,IMPD,Wash Creek,WSH,Heyerdahl_EK,-115.9248505,44.04441712,1600,1892,1603,1891,25,PIPO,31,"Heyerdahl_2008_Ecology, Heyerdahl_2008_GTR"
Heyer_WSR,uswsr001.fhx,uswsr001.fhx,TRUE,2008,IMPD,Warm Springs Ridge,WSR,Heyerdahl_EK,-115.8972105,43.82558325,1521,1950,1618,1878,27,"PIPO, PSME",15,"Heyerdahl_2008_Ecology, Heyerdahl_2008_GTR"
Heyer_WUN12C,WUN12C.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 12C",WUN12C,Heyerdahl_EK,-110.6402888,40.5574943,1616,2004,1778,1842,3,PICO,0.064,Heyerdahl_2011_GTR
Heyer_WUN12D,WUN12D.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 12D",WUN12D,Heyerdahl_EK,-110.6347604,40.55758506,1594,1968,1709,1884,4,PICO,0.058,Heyerdahl_2011_GTR
Heyer_WUN12E,WUN12E.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 12E",WUN12E,Heyerdahl_EK,-110.6285838,40.55741222,1694,2004,1735,1905,7,PICO,0.176,Heyerdahl_2011_GTR
Heyer_WUN13C,WUN13C.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 13C",WUN13C,Heyerdahl_EK,-110.6409159,40.55288367,1748,2004,1842,1842,2,PICO,0.103,Heyerdahl_2011_GTR
Heyer_WUN13D,WUN13D.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 13D",WUN13D,Heyerdahl_EK,-110.6345712,40.55328719,1545,2004,1704,1765,4,"PSME, PIPO",0.091,Heyerdahl_2011_GTR
Heyer_WUN13E,WUN13E.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 13E",WUN13E,Heyerdahl_EK,-110.628761,40.55313354,1776,1974,1842,1899,1,PICO,0.24,Heyerdahl_2011_GTR
Heyer_WUN14D,WUN14D.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 14D",WUN14D,Heyerdahl_EK,-110.6346439,40.54859376,1761,1996,1842,1899,5,PICO,0.138,Heyerdahl_2011_GTR
Heyer_WUN14G,WUN14G.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 14G",WUN14G,Heyerdahl_EK,-110.6165974,40.54868844,1799,2004,1842,1952,5,PSME,0.117,Heyerdahl_2011_GTR
Heyer_WUN14H,WUN14H.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 14H",WUN14H,Heyerdahl_EK,-110.6108238,40.54842589,1833,2004,1842,1842,1,PSME,0.119,Heyerdahl_2011_GTR
Heyer_WUN15C,WUN15C.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 15C",WUN15C,Heyerdahl_EK,-110.6397717,40.54378106,1753,2004,1842,1899,10,PIPO,0.196,Heyerdahl_2011_GTR
Heyer_WUN15D,WUN15D.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 15D",WUN15D,Heyerdahl_EK,-110.6347281,40.54398144,1545,2004,1558,1899,6,PIPO,0.276,Heyerdahl_2011_GTR
Heyer_WUN15E,WUN15E.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 15E",WUN15E,Heyerdahl_EK,-110.6286467,40.54389899,1723,2004,1842,1842,5,"PIPO, PICO",0.369,Heyerdahl_2011_GTR
Heyer_WUN15G,WUN15G.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 15G",WUN15G,Heyerdahl_EK,-110.6167901,40.5438873,1533,2001,1594,1842,5,PIPO,0.196,Heyerdahl_2011_GTR
Heyer_WUN16E,WUN16E.fhx,uswun001.fhx,TRUE,2014,IMPD,"Western Uinta Mountains, UT plot 16E",WUN16E,Heyerdahl_EK,-110.6278072,40.53981523,1655,2004,1842,1842,1,JUSC,0.323,Heyerdahl_2011_GTR
Hoffm_DAY,,,FALSE,2020,NAFSS,Day Lake,DAY,Hoffman_KMH,-126.237532,54.393031,1899,2000,1918,1938,7,PCEN,,Unpublished
Hoffm_HCI,comp_fs.fhx,,TRUE,2020,NAFSS,Hecate Island,HCI,Hoffman_KMH,-128.072086,51.66088698,1232,2013,1376,1893,45,"THPL, CHNO",250,"Hoffman_2016_Ecosphere, Hoffman_2017_Jbiogeo"
Hoffm_HCI2,,,FALSE,2020,NAFSS,Hecate Island PICO,HCI2,Hoffman_KMH,-128.072086,51.66088698,1702,2012,1756,1893,4,PICO,250,Unpublished
Hoffm_RED,,,FALSE,2020,NAFSS,Red Hills Provincial Park,RED,Hoffman_KMH,-125.56449,54.035953,1776,2018,1852,1921,13,PSME,87,Unpublished
Howar_CAT,,,FALSE,2019,NAFSS,Catoctin Mountain Park,CAT,Howard_L,-77.4425,39.63468,1652,2019,1702,1951,27,"PIRI, PIPU",,Howard_2021_FireEcology
Howar_KNR,,,FALSE,2019,NAFSS,Kuhn Ridge,KNR,Howard_L,-78.0393,39.70058,1806,2015,1837,1990,17,"PIRI, PIPU, PIVI",,Unpublished
Howar_NFM,,,FALSE,2019,NAFSS,North Fork Mountain,NFM,Howard_L,-79.259,38.96538,1783,2011,1785,1997,50,"PIRI, PIPU, PIVI",,Unpublished
Howar_SDM,,,FALSE,2019,NAFSS,Sword Mountain,SDM,Howard_L,-77.9581,39.70655,1837,2015,1870,2013,12,"QUPR, PIRI",,Unpublished
Howar_SHC,,,FALSE,2019,NAFSS,Sideling Hill Creek,SHC,Howard_L,-78.3405,39.68232,1699,2020,1711,1970,42,"PIPU, PIVI, PIRI",,Unpublished
Howar_SHS,,,FALSE,2019,NAFSS,Sideling Hill South,SHS,Howard_L,-78.3221,39.63975,1803,2015,1812,1997,8,"PIPU, PIVI, PIRI",,Unpublished; in process
Huffm_AP,,,FALSE,2019,NAFSS,Avon Park Air Force Range,AP,Huffman_JM,-81.3509,27.65259,1741,2005,1771,2005,149,"PIPA, PIEL",42430,Huffman_2014
Huffm_BM,BlackMesaMC.fhx,usbm-001.fhx,TRUE,2020,NAFSS,Black Mesa,BM,Huffman_DW,-111.003091,34.37777,1500,2010,1583,1960,133,"PIPO, PISF, PSME",1135,Huffman_2015_IJWF
Huffm_BP,,,FALSE,2019,NAFSS,St. Joseph Bay State Buffer Preserve,BP,Huffman_JM,-85.2967,29.69966,1592,2016,1679,2010,40,PIPA ,1300,Unpublished
Huffm_CA,CAPJ.fhx,usca-001.fhx,TRUE,2020,NAFSS,Carson PJ,CA,Huffman_DW,-106.537178,36.40033,1500,2005,1541,1973,38,"PIPO, PIED, JUSC",409,Huffman_2008_CJFR
Huffm_ELL,TNF-ELL.fhx,usell001.fhx,TRUE,2020,NAFSS,Ellison Creek,ELL,Huffman_DW,-111.181811,34.34755,1579,2017,1624,1990,59,PIPO,122,Huffman_2020_FEM
Huffm_HOR,TNF-HOR.fhx,ushor001.fhx,TRUE,2020,NAFSS,Horton Creek,HOR,Huffman_DW,-111.081598,34.34947,1606,2017,1652,1900,54,PIPO,122,Huffman_2020_FEM
Huffm_LSG,,,FALSE,2019,NAFSS,Little St. George Island,LSG,Huffman_JM,-85.045242,29.594951,1855,2000,1864,1999,52,PIEL,370,Huffman_2004_NAJ
Huffm_PRO,TNF-PRO.fhx,uspro001.fhx,TRUE,2020,NAFSS,Prong,PRO,Huffman_DW,-110.818544,34.12337,1629,2016,1660,1890,24,PIPO,81,Huffman_2020_FEM
Huffm_SCH,PNF-SCH.fhx,ussch001.fhx,TRUE,2020,NAFSS,Schoolhouse Gulch,SCH,Huffman_DW,-112.44616,34.49512,1527,2017,1642,1946,49,PIPO,122,Huffman_2020_FEM
Huffm_SPR,PNF-SPR.fhx,usspr001.fhx,TRUE,2020,NAFSS,Spruce Ridge,SPR,Huffman_DW,-112.428649,34.48189,1611,2017,1618,1994,64,"PIPO, QUGA",122,Huffman_2020_FEM
Huffm_TY,TYPJ.fhx,usty-001.fhx,TRUE,2020,NAFSS,Tusayan PJ,TY,Huffman_DW,-112.161689,36.01316,1426,2004,1506,1994,55,"PIPO, PIED",770,Huffman_2008_CJFR
Huffm_WT,AllWT04.13.2020 - Correctedv2.fhx,,TRUE,2019,NAFSS,Wade Tract,WT,Huffman_JM,-83.9981,30.76189,1730,2011,1851,2007,10,PIPA,85,Rother_2020_FEM
Huffman_TYA,,,FALSE,2019,NAFSS,Tyndall Air Force Base,TYA,Huffman_JM,-85.5478,30.0439,1491,1839,1517,1814,14,PIPA,6,Unpublished
Inigu_CBP1,cbp1.fhx,uscbp_01.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 01,CBP_1,Iniguez_J,-110.72994,32.43578,1725,2002,1806,1976,5,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP12,cbp12.fhx,uscbp_12.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 12,CBP_12,Iniguez_J,-110.72345,32.43161,1761,2002,1769,1910,3,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP13,cbp13.fhx,uscbp_13.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 13,CBP_13,Iniguez_J,-110.70815,32.4248,1667,2002,1722,1880,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP14,cbp14.fhx,uscbp_14.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 14,CBP_14,Iniguez_J,-110.71468,32.43151,1812,2002,1851,1964,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP15,cbp15.fhx,uscbp_15.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 15,CBP_15,Iniguez_J,-110.71689,32.428,1783,2002,1812,1900,6,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP2,cbp2.fhx,uscbp_02.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 02,CBP_2,Iniguez_J,-110.7422,32.42946,1790,2002,1836,1951,7,"PIPO, PISF, ABCO, QUGA, PPTR,",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP23,cbp23.fhx,uscbp_23.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 23,CBP_23,Iniguez_J,-110.72815,32.42334,1832,2004,1866,2002,7,"PIPO, PISF, PSME, ABCO",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP26,cbp26.fhx,uscbp_26.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 26,CBP_26,Iniguez_J,-110.7352,32.42899,1735,2001,1748,1967,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP27,cbp27.fhx,uscbp_27.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 27,CBP_27,Iniguez_J,-110.73315,32.42884,1723,2003,1752,1910,3,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP28,cbp28.fhx,uscbp_28.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 28,CBP_28,Iniguez_J,-110.7348,32.43431,1775,2003,1781,1910,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP3,cbp3.fhx,uscbp_03.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 03,CBP_3,Iniguez_J,-110.73262,32.43546,1765,2001,1823,1973,5,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP30,cbp30.fhx,uscbp_30.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 30,CBP_30,Iniguez_J,-110.70871,32.41639,1696,2002,1794,1932,3,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP33,cbp33.fhx,uscbp_33.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 33,CBP_33,Iniguez_J,-110.69507,32.41003,1602,2002,1704,1887,8,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP35,cbp35.fhx,uscbp_35.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 35,CBP_35,Iniguez_J,-110.72,32.42096,1773,2002,1812,1930,2,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP4,cbp4.fhx,uscbp_04.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 04,CBP_4,Iniguez_J,-110.72173,32.42831,1761,2001,1764,1963,4,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP7,cbp7.fhx,uscbp_07.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 07,CBP_7,Iniguez_J,-110.68026,32.40018,1665,2002,1688,1980,7,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP8,cbp8.fhx,uscbp_08.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 08,CBP_8,Iniguez_J,-110.68295,32.40081,1716,1970,1748,1970,2,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CBP9,cbp9.fhx,uscbp_09.fhx,TRUE,2009,FACS,Catalina Butterfly Peak Plot 09,CBP_9,Iniguez_J,-110.70037,32.41594,1707,2001,1779,1999,5,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC1,crc1.fhx,uscrc_01.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC01,CRC_1,Iniguez_J,-110.73519,32.41212,1587,2002,1614,2001,8,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC10,crc10.fhx,uscrc_10.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC10,CRC_10,Iniguez_J,-110.73434,32.39349,1621,2003,1715,2003,5,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC11,crc11.fhx,uscrc_11.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC11,CRC_11,Iniguez_J,-110.72375,32.3993,1600,2004,1748,2002,5,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC12,crc12.fhx,uscrc_12.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC12,CRC_12,Iniguez_J,-110.73013,32.39812,1792,2003,1819,1942,6,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC16,crc16.fhx,uscrc_16.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC16,CRC_16,Iniguez_J,-110.70246,32.38588,1621,2003,1673,1900,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC17,crc17.fhx,uscrc_17.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC17,CRC_17,Iniguez_J,-110.70914,32.38548,1676,2003,1703,1900,6,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC18,crc18.fhx,uscrc_18.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC18,CRC_18,Iniguez_J,-110.71466,32.38626,1572,2004,1645,1973,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC19,crc19.fhx,uscrc_19.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC19,CRC_19,Iniguez_J,-110.72335,32.4041,1578,2003,1618,1972,5,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC2,crc2.fhx,uscrc_02.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC02,CRC_2,Iniguez_J,-110.73501,32.40983,1604,2002,1645,2002,6,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC20,crc20.fhx,uscrc_20.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC20,CRC_20,Iniguez_J,-110.73261,32.40793,1690,2003,1702,1998,5,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC21,crc21.fhx,uscrc_21.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC21,CRC_21,Iniguez_J,-110.72822,32.39402,1738,2003,1745,1951,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC22,crc22.fhx,uscrc_22.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC22,CRC_22,Iniguez_J,-110.72908,32.41026,1628,2004,1675,1900,4,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC3,crc3.fhx,uscrc_03.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC03,CRC_3,Iniguez_J,-110.73062,32.42071,1654,2001,1725,2001,7,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC4,crc4.fhx,uscrc_04.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC04,CRC_4,Iniguez_J,-110.74733,32.40866,1698,2003,1775,1999,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC5,crc5.fhx,uscrc_05.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC05,CRC_5,Iniguez_J,-110.74265,32.41081,1769,2004,1785,2003,8,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC6,crc6.fhx,uscrc_06.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC06,CRC_6,Iniguez_J,-110.74896,32.40764,1649,2003,1748,1900,6,"PIPO, PISF",2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC7,crc7.fhx,uscrc_07.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC07,CRC_7,Iniguez_J,-110.69806,32.40354,1650,2002,1715,1993,5,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC8,crc8.fhx,uscrc_08.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC08,CRC_8,Iniguez_J,-110.6989,32.40769,1531,2002,1636,1972,4,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_CRC9,crc9.fhx,uscrc_09.fhx,TRUE,2009,FACS,Catalina Rose Canyon CRC09,CRC_9,Iniguez_J,-110.69329,32.39182,1554,2002,1630,1985,5,PIPO,2,"Iniguez_2008_FEM, Iniguez_2016_JBIO"
Inigu_RP1,rp1.fhx,usrpk_01.fhx,TRUE,2009,FACS,Rincon Peak RP01,RP_1,Iniguez_J,-110.51797,32.13096,1670,2004,1684,1893,6,PIPO,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP10,rp10.fhx,usrpk_10.fhx,TRUE,2009,FACS,Rincon Peak RP10,RP_10,Iniguez_J,-110.5263,32.12162,1620,1958,1625,1867,4,PISF,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP11,rp11.fhx,usrpk_11.fhx,TRUE,2009,FACS,Rincon Peak RP11,RP_11,Iniguez_J,-110.52698,32.1191,1639,2004,1670,1893,7,PISF,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP12,rp12.fhx,usrpk_12.fhx,TRUE,2009,FACS,Rincon Peak RP12,RP_12,Iniguez_J,-110.51981,32.11616,1473,2004,1569,1893,6,"PIPO, PISF",2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP13,rp13.fhx,usrpk_13.fhx,TRUE,2009,FACS,Rincon Peak RP13,RP_13,Iniguez_J,-110.52093,32.1145,1549,1815,1659,1798,4,PISF,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP14,rp14.fhx,usrpk_14.fhx,TRUE,2009,FACS,Rincon Peak RP14,RP_14,Iniguez_J,-110.53202,32.11494,1587,2003,1648,1917,7,"PIPO, PISF",2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP15,rp15.fhx,usrpk_15.fhx,TRUE,2009,FACS,Rincon Peak RP15,RP_15,Iniguez_J,-110.53671,32.1114,1590,2004,1648,1988,5,PIPO,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP16,rp16.fhx,usrpk_16.fhx,TRUE,2009,FACS,Rincon Peak RP16,RP_16,Iniguez_J,-110.53073,32.10713,1777,2004,1798,1995,4,"PIPO, QUGA",2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP17,rp17.fhx,usrpk_17.fhx,TRUE,2009,FACS,Rincon Peak RP17,RP_17,Iniguez_J,-110.52969,32.11622,1658,1953,1684,1879,1,PISF,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP18,rp18.fhx,usrpk_18.fhx,TRUE,2009,FACS,Rincon Peak RP18,RP_18,Iniguez_J,-110.52461,32.11388,1493,1865,1521,1819,8,PIPO,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP19,rp19.fhx,usrpk_19.fhx,TRUE,2009,FACS,Rincon Peak RP19,RP_19,Iniguez_J,-110.52132,32.11716,1642,1867,1696,1786,2,PISF,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP2,rp2.fhx,usrpk_02.fhx,TRUE,2009,FACS,Rincon Peak RP02,RP_2,Iniguez_J,-110.52096,32.13025,1643,2004,1648,1944,5,PIPO,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
Inigu_RP20,rp20.fhx,usrpk_20.fhx,TRUE,2009,FACS,Rincon Peak RP20,RP_20,Iniguez_J,-110.52701,32.11626,1642,1923,1728,1893,3,PISF,2,"Iniguez_2009_FE, Iniguez_2016_JBIO"
